Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code
3757-NJYBX,Male,77,Yes,0,Nipomo,93444
1740-CSDJP,Male,53,No,0,Oakhurst,93644
5751-USDBL,Male,37,Yes,1,Soda Springs,95728
3261-CQXOL,Female,33,Yes,2,Concord,94521
8155-IBNHG,Female,55,Yes,0,San Diego,92103
3298-QEICA,Female,27,Yes,0,Fountain Valley,92708
0750-EKNGL,Male,44,No,0,Hyampom,96046
2507-QZPQS,Male,24,No,0,La Mirada,90638
8329-GWVPJ,Female,39,Yes,3,Berkeley,94708
7765-LWVVH,Female,39,Yes,2,Caspar,95420
8823-RLPWL,Female,24,Yes,0,Rosamond,93560
1658-XUHBX,Female,75,Yes,1,Modesto,95357
9625-QSTYE,Female,37,No,0,San Francisco,94131
2799-TSLAG,Female,25,Yes,3,Irvine,92618
3503-TYDAY,Female,41,Yes,0,Keene,93531
5774-XZTQC,Female,30,Yes,1,Lakewood,90715
0225-ZORZP,Male,46,No,0,Groveland,95321
2454-RPBRZ,Female,67,Yes,0,Catheys Valley,95306
5248-YGIJN,Male,36,Yes,0,Los Angeles,90031
6988-CJEYV,Male,56,No,0,Crows Landing,95313
1833-TCXKK,Male,50,Yes,0,San Bernardino,92408
5982-FPVQN,Female,40,Yes,1,Camarillo,93012
4282-YMKNA,Female,55,No,0,Biola,93606
8417-FMLZI,Male,47,Yes,0,Santa Cruz,95060
8361-LTMKD,Male,75,Yes,0,Fallbrook,92028
9921-ZVRHG,Female,44,No,0,Traver,93673
5663-QBGIS,Male,65,Yes,0,La Canada Flintridge,91011
6199-IWKGC,Female,71,Yes,0,Benton,93512
4317-VTEOA,Male,61,No,0,Rowland Heights,91748
1069-QJOEE,Male,47,Yes,1,Hayward,94541
5054-IEXZT,Male,41,No,0,San Diego,92117
8709-KRDVL,Female,44,No,0,Scott Bar,96085
1395-OFUWC,Male,44,Yes,3,Los Angeles,90067
4237-CLSMM,Male,45,Yes,0,Highland,92346
5599-HVLTW,Female,73,No,0,Oakland,94609
5093-FEGLU,Female,21,Yes,0,San Francisco,94105
3941-XTSKM,Male,32,Yes,0,Burnt Ranch,95527
9498-FIMXL,Female,31,No,0,Oceanside,92054
6176-YJWAS,Male,43,Yes,0,Potter Valley,95469
8741-LQOBK,Female,27,Yes,2,Elmira,95625
3566-HJGPK,Male,50,No,0,Woodland Hills,91367
9369-XFEHK,Female,76,Yes,0,Pleasanton,94566
3059-NGMXB,Male,52,Yes,3,San Jose,95124
7619-PLRLP,Female,41,Yes,0,Cardiff By The Sea,92007
6556-DBKZF,Female,38,Yes,1,Chula Vista,91915
0640-YJTPY,Male,19,Yes,1,Smartville,95977
4510-HIMLV,Male,50,No,0,La Habra,90631
2878-RMWXY,Male,75,Yes,0,Temecula,92590
9571-EDEBV,Male,60,Yes,0,San Diego,92119
5175-WLYXL,Male,56,No,0,Fallbrook,92028
9693-XMUOB,Male,65,Yes,0,Palo Alto,94304
4182-BGSIQ,Female,46,Yes,1,Durham,95938
8677-HDZEE,Female,42,No,0,Mountain Center,92561
3999-QGRJH,Male,80,No,0,Ballico,95303
8822-KNBHV,Female,30,No,0,Los Angeles,90011
6576-FBXOJ,Male,29,Yes,0,Yuba City,95991
0804-YGEQV,Female,59,Yes,1,Palm Desert,92211
2824-DXNKN,Female,26,Yes,1,Santa Cruz,95065
2673-ZALNP,Female,29,No,0,Mcarthur,96056
1794-HBQTJ,Female,22,No,0,Corcoran,93212
0793-TWELN,Female,27,No,0,Los Angeles,90026
4462-CYWMH,Male,65,Yes,0,Lindsay,93247
6778-YSNIH,Female,63,No,0,Riverside,92501
5973-EJGDP,Male,21,No,0,Palm Springs,92264
3422-WJOYD,Male,27,Yes,0,Oakland,94618
7018-WBJNK,Male,55,No,3,San Fernando,91340
3460-TJBWI,Male,58,Yes,3,Marshall,94940
6563-VNPMN,Female,80,No,0,Sylmar,91342
6035-RIIOM,Female,39,No,0,Janesville,96114
1485-YDHMM,Male,49,Yes,1,San Ardo,93450
3988-RQIXO,Female,68,No,0,Corona Del Mar,92625
9172-ANCRX,Female,35,No,0,Carson,90745
1937-OTUKY,Female,32,Yes,0,Seaside,93955
7503-QQRVF,Male,74,Yes,0,San Jose,95127
4822-LPTYJ,Male,38,Yes,0,Los Angeles,90021
8276-MQBYC,Male,70,No,0,Los Angeles,90028
8901-HJXTF,Female,46,Yes,0,San Diego,92117
1060-ENTOF,Female,70,Yes,0,Los Angeles,90028
4299-OPXEJ,Female,57,No,0,Inglewood,90301
7306-YDSOI,Male,32,Yes,1,Ocotillo,92259
6574-MCOEH,Female,47,Yes,2,Escondido,92026
1304-BCCFO,Male,24,Yes,0,Redlands,92374
4804-NCPET,Male,32,Yes,3,Clearlake,95422
3635-JBPSG,Female,49,No,0,Van Nuys,91406
7101-HRBLJ,Female,25,Yes,0,Idyllwild,92549
6813-GZQCG,Female,21,Yes,1,Milford,96121
8922-LIEGH,Female,72,No,0,Jolon,93928
5309-TAIKL,Female,42,No,0,Rio Linda,95673
1254-IZEYF,Female,74,No,0,Cutler,93615
8331-ZXFOE,Female,56,No,0,Santa Clara,95054
7743-EXURX,Male,47,Yes,1,Glendale,91208
1775-KWJKQ,Male,41,Yes,0,Santa Barbara,93105
9643-AVVWI,Female,49,Yes,3,Los Angeles,90003
1942-OQFRW,Male,62,No,0,Forest Knolls,94933
7089-RKVSZ,Male,43,Yes,0,Woody,93287
5143-EGQFK,Female,76,No,0,San Diego,92126
4745-LSPLO,Male,22,No,0,San Diego,92111
5485-ITNPC,Male,42,Yes,0,Le Grand,95333
9931-KGHOA,Female,48,Yes,0,Santa Barbara,93103
6969-MVBAI,Female,66,No,0,Davis Creek,96108
8016-ZMGMO,Female,73,Yes,0,Colusa,95932
1095-WGNGG,Female,35,Yes,0,San Pedro,90732
8519-IMDHU,Male,74,Yes,0,Alderpoint,95511
1309-BXVOQ,Male,27,Yes,0,Old Station,96071
7901-TBKJX,Male,76,No,0,Twentynine Palms,92278
7924-GJZFI,Female,75,Yes,0,Jackson,95642
5876-QMYLD,Female,44,Yes,0,Earp,92242
8752-STIVR,Female,61,No,0,Elmira,95625
1023-BQXZE,Male,30,No,0,Stockton,95203
8174-TBVCF,Female,30,Yes,0,Stanton,90680
7392-YYPYJ,Male,26,No,0,Santa Ana,92706
2259-OUUSZ,Male,28,No,0,San Diego,92106
2958-NHPPS,Male,45,No,0,Sacramento,95816
7470-MCQTK,Female,42,Yes,0,Alpaugh,93201
1699-HPSBG,Male,44,No,0,Palm Springs,92264
1077-HUUJM,Female,48,No,1,Rancho Cucamonga,91730
7860-UXCRM,Male,22,Yes,2,San Gabriel,91775
9705-ZJBCG,Female,51,Yes,1,Frazier Park,93222
2209-XADXF,Female,40,No,0,Willow Creek,95573
4393-GEADV,Male,54,Yes,3,Dulzura,91917
0887-WBJVH,Female,29,Yes,0,Cressey,95312
2212-LYASK,Male,25,Yes,0,Brea,92823
6870-ZWMNX,Male,55,Yes,0,Clements,95227
3071-VBYPO,Male,38,Yes,2,Whittier,90604
6728-WYQBC,Male,52,No,0,Escondido,92027
9102-IAYHT,Female,29,Yes,0,Salinas,93908
0461-CVKMU,Female,45,Yes,0,Oak Run,96069
6715-OFDBP,Male,52,No,0,Palo Alto,94304
7721-DVEKZ,Female,42,No,0,Thousand Oaks,91360
4547-FZJWE,Male,24,Yes,0,Forest Falls,92339
4391-RESHN,Male,49,No,0,Lemon Cove,93244
5688-KZTSN,Male,59,Yes,3,San Diego,92121
5522-NYKPB,Male,26,Yes,3,Burney,96013
4671-VJLCL,Female,36,No,0,Los Angeles,90046
2266-SJNAT,Female,21,Yes,0,Temecula,92592
6507-ZJSUR,Male,76,Yes,0,Albion,95410
1744-JHKYS,Female,49,Yes,0,Pasadena,91105
8981-FJGLA,Male,63,No,2,Hemet,92545
9158-VCTQB,Female,41,Yes,0,Los Angeles,90023
3115-CZMZD,Male,24,No,0,Independence,93526
9356-AXGMP,Male,59,Yes,0,Somerset,95684
3892-NXAZG,Male,56,Yes,1,Downieville,95936
4283-IVYCI,Male,40,No,0,Sacramento,95832
5998-VVEJY,Male,34,No,0,Glendora,91741
8946-BFWSG,Male,19,Yes,3,Davis,95618
5995-OIGLP,Male,42,No,0,Port Costa,94569
2665-NPTGL,Female,79,Yes,0,Sheep Ranch,95250
6064-ZATLR,Female,44,No,0,Llano,93544
3658-QQJYD,Male,56,No,0,Santa Monica,90401
6633-MPWBS,Male,47,No,0,Woodland,95776
7249-WBIYX,Male,63,Yes,0,Elmira,95625
8327-WKMIE,Male,36,No,0,Le Grand,95333
6437-UKHMV,Female,31,No,0,Moreno Valley,92557
0407-BDJKB,Male,59,Yes,0,San Francisco,94114
5857-XRECV,Female,44,No,3,Manteca,95336
5317-FLPJF,Female,25,No,0,Altadena,91001
6689-TCZHQ,Female,70,No,0,Claremont,91711
0804-XBFBV,Female,49,No,1,Foothill Ranch,92610
2542-HYGIQ,Female,58,No,0,Palo Alto,94303
6365-HITVU,Female,24,Yes,2,Santa Fe Springs,90670
1216-BGTSP,Male,30,No,0,Imperial,92251
4918-FYJNT,Female,68,Yes,0,Los Angeles,90063
8160-HOWOX,Female,30,No,0,San Bernardino,92407
5380-WJKOV,Male,51,No,1,Los Angeles,90041
7394-LWLYN,Female,57,No,0,Oakland,94610
9530-GRMJG,Male,63,Yes,3,Whittier,90601
3682-YEUWS,Male,27,Yes,1,Tulelake,96134
4194-WHFCB,Female,35,Yes,5,Aromas,95004
7951-VRDVK,Female,26,No,0,Laguna Hills,92653
0958-YHXGP,Female,25,No,0,Oakland,94621
4116-IQRFR,Male,55,Yes,2,Cressey,95312
3373-YZZYM,Male,57,Yes,3,Los Gatos,95030
2667-WYLWJ,Female,44,Yes,0,Dunnigan,95937
3247-MHJKM,Male,27,No,0,Upland,91784
3878-AVSOQ,Female,68,No,0,La Jolla,92037
1641-BYBTK,Male,38,No,2,Stockton,95205
7134-MJPDY,Female,69,No,0,Moorpark,93021
4391-LNRXK,Male,37,No,0,Port Costa,94569
9565-JSNFM,Male,39,No,0,Meadow Valley,95956
7952-OBOYL,Male,24,No,0,Upland,91786
1025-FALIX,Female,49,No,0,Nicolaus,95659
2000-DHJUY,Female,67,Yes,0,Menlo Park,94025
9236-NDUCW,Female,34,No,0,Bella Vista,96008
0661-KBKPA,Male,43,Yes,3,Seaside,93955
9495-REDIY,Male,56,No,2,Calexico,92231
8313-NDOIA,Female,48,No,0,Green Valley Lake,92341
4311-QTTAI,Female,63,No,0,Van Nuys,91411
2697-NQBPF,Male,51,No,0,Fulton,95439
2150-WLKUW,Female,27,Yes,0,Banning,92220
6161-UUUTA,Male,77,No,0,Stockton,95206
6097-EQISJ,Female,41,Yes,0,Los Angeles,90058
4115-NZRKS,Female,72,No,0,San Diego,92102
6166-ILMNY,Female,46,No,0,Tomales,94971
5671-UUNXD,Female,79,Yes,0,Nicasio,94946
6898-MDLZW,Male,53,No,0,Blue Lake,95525
7568-PODML,Male,34,No,0,Watsonville,95076
1816-FLZDK,Male,34,No,0,Fawnskin,92333
8701-DGLVH,Male,36,No,0,Elk Grove,95624
2754-VDLTR,Male,54,No,0,Greenview,96037
1602-IJQQE,Female,42,No,0,Whittier,90602
8628-MFKAX,Female,79,Yes,0,San Pablo,94806
2758-RNWXS,Male,60,No,0,Oceanside,92054
8984-HPEMB,Female,58,No,0,Lytle Creek,92358
1866-ZSLJM,Male,31,No,0,Valley Ford,94972
9774-NRNAU,Male,77,Yes,0,Cabazon,92230
6952-OMNWB,Male,75,Yes,0,Creston,93432
6960-HVYXR,Female,20,No,0,Rio Linda,95673
7267-FRMJW,Female,25,Yes,3,Sierra Madre,91024
2506-CLAKW,Female,20,No,0,Ventura,93003
1685-BQULA,Female,54,No,0,La Quinta,92253
6859-QNXIQ,Female,43,Yes,5,Costa Mesa,92626
6734-JDTTV,Male,55,Yes,1,Manton,96059
7493-TPUWZ,Male,64,No,0,Diamond Springs,95619
8756-RDDLT,Female,53,No,0,San Leandro,94577
6810-VCAEX,Female,57,No,0,Los Angeles,90064
5057-RKGLH,Female,22,Yes,1,Daggett,92327
4979-HPRFL,Male,54,Yes,2,Garden Grove,92841
8316-BBQAY,Female,45,No,0,Redwood City,94063
5981-ITEMU,Male,58,Yes,0,Marshall,94940
0463-ZSDNT,Male,23,No,0,Escondido,92026
9030-QGZNL,Female,31,No,0,Corona,92883
3537-RYBHH,Female,78,Yes,0,Northridge,91324
2207-OBZNX,Male,56,No,0,Aguanga,92536
9367-TCUYN,Female,25,No,0,Los Angeles,90066
2719-BDAQO,Male,36,No,0,Sunnyvale,94086
8896-BQTTI,Male,41,No,0,Cool,95614
0581-MDMPW,Female,63,No,0,San Jose,95148
9524-EGPJC,Female,33,No,0,Walnut Creek,94595
8443-ZRDBZ,Male,62,No,0,Fontana,92336
3956-CJUST,Female,67,No,0,San Francisco,94115
8245-UMPYT,Female,66,No,0,Lockwood,93932
6615-ZGEDR,Male,42,No,0,Smith River,95567
0100-DUVFC,Male,66,Yes,0,Wilmington,90744
3804-RVTGV,Male,55,Yes,0,Mountain View,94043
4881-JVQOD,Male,73,Yes,3,Oxnard,93030
8540-ZQGEA,Female,58,Yes,0,Playa Del Rey,90293
9659-ZTWSM,Male,71,Yes,0,Los Angeles,90013
0916-KNFAJ,Male,37,Yes,0,San Jose,95133
1536-HBSWP,Female,33,No,0,Terra Bella,93270
6837-BJYDQ,Male,42,No,0,Wilmington,90744
8035-PWSEV,Female,60,No,0,Hayward,94542
6711-FLDFB,Female,62,No,0,Big Oak Flat,95305
2379-ENZGV,Male,61,No,0,San Diego,92126
9828-QHFBK,Male,60,No,0,Montgomery Creek,96065
8089-UZWLX,Female,75,No,0,El Nido,95317
4840-ORQXB,Female,67,No,0,Sierra Madre,91024
5537-UXXVS,Female,49,Yes,0,Citrus Heights,95621
1794-SWWKL,Male,22,Yes,2,Dorris,96023
6075-QMNRR,Female,33,No,0,Doyle,96109
9782-LGXMC,Female,35,Yes,1,Walnut Creek,94598
2075-PUEPR,Male,46,Yes,2,Newport Coast,92657
5445-UTODQ,Female,35,Yes,0,San Diego,92117
4067-HLYQI,Female,43,No,0,Colton,92324
8380-PEFPE,Male,60,No,0,Avalon,90704
4323-OHFOW,Female,72,Yes,0,Newhall,91321
5740-YHGTW,Male,62,Yes,3,Los Angeles,90041
5108-ADXWO,Male,30,No,0,San Francisco,94130
5858-EAFCZ,Male,45,No,0,Rialto,92377
4628-CTTLA,Male,23,No,0,Sanger,93657
8606-CIQUL,Male,77,Yes,1,Temecula,92591
6907-NZZIJ,Female,54,No,0,Santa Monica,90402
8681-ICONS,Male,20,Yes,1,Sacramento,95822
9239-GZHZE,Female,25,Yes,0,Carpinteria,93013
9025-ZRPVR,Male,59,No,0,Pacific Grove,93950
8835-VSDSE,Female,28,Yes,0,San Diego,92129
7969-FFOWG,Male,30,Yes,0,Littlerock,93543
0177-PXBAT,Male,78,Yes,0,Desert Center,92239
3108-PCCGG,Male,75,Yes,0,Redwood Valley,95470
3841-CONLJ,Female,33,Yes,0,Morro Bay,93442
5373-SFODM,Male,65,Yes,0,San Lucas,93954
1710-RCXUS,Male,53,Yes,0,Orange,92866
9107-UKCKY,Male,36,Yes,0,Carpinteria,93013
7353-YOWFP,Female,41,No,0,Brookdale,95007
0635-WKOLD,Male,33,Yes,0,Ceres,95307
3776-EKTKM,Female,79,No,0,Burbank,91501
0690-SRQID,Male,20,No,0,Stockton,95203
9560-BBZXK,Female,61,No,0,Whittier,90605
8519-QJGJD,Female,42,No,0,Twain,95984
0356-ERHVT,Male,54,Yes,0,Santa Cruz,95062
4847-QNOKA,Female,30,No,0,Modesto,95355
1049-FYSYG,Female,48,Yes,0,Temecula,92592
8097-OMULG,Male,63,Yes,2,San Jose,95116
3751-KTZEL,Female,62,No,0,Yorkville,95494
2240-HSJQD,Male,44,No,2,La Mesa,91942
2229-VWQJH,Female,34,No,0,Homewood,96141
3748-FVMZZ,Male,33,No,0,Oakland,94610
3916-NRPAP,Male,21,No,0,Escalon,95320
3096-WPXBT,Female,60,Yes,1,Venice,90291
0455-ENTCR,Male,58,Yes,0,Jamestown,95327
3594-BDSOA,Female,44,Yes,0,Novato,94947
3186-BAXNB,Female,20,No,0,Cottonwood,96022
4124-MMETB,Male,52,No,0,Lockwood,93932
2831-EBWRN,Male,46,No,0,Altadena,91001
6953-PBDIN,Male,50,Yes,0,Fort Bidwell,96112
3692-JHONH,Female,70,Yes,0,Kettleman City,93239
3156-QLHBO,Male,58,No,1,San Jose,95136
7279-NMVJC,Female,38,No,0,Compton,90220
0743-HNPFG,Female,50,Yes,0,Butte City,95920
4846-WHAFZ,Female,80,Yes,1,Whittier,90602
6994-ORCWG,Female,33,No,0,Wilseyville,95257
1919-RTPQD,Male,42,Yes,1,Fish Camp,93623
3016-KSVCP,Male,47,Yes,0,Rancho Palos Verdes,90275
1981-INRFU,Female,44,No,0,San Diego,92109
5569-KGJHX,Female,63,Yes,0,Canoga Park,91303
6688-UZPWD,Female,36,Yes,0,Palm Springs,92262
4032-RMHCI,Female,37,Yes,2,Fall River Mills,96028
6519-CFDBX,Female,31,No,0,Torrance,90505
5216-WASFJ,Female,68,Yes,0,Challenge,95925
0042-JVWOJ,Male,64,No,0,Glen Ellen,95442
6464-KEXXH,Male,55,No,0,Fillmore,93015
3190-ITQXP,Female,42,Yes,1,Ceres,95307
1452-KIOVK,Male,42,No,3,Los Angeles,90007
4829-AUOAX,Female,57,No,0,Los Angeles,90014
4667-OHGKG,Male,61,No,0,Summerland,93067
9837-BMCLM,Male,39,No,0,Stockton,95202
0815-MFZGM,Female,54,Yes,0,Morgan Hill,95037
5808-TOTXO,Female,37,No,2,Oakland,94605
9530-EHPOH,Male,60,No,0,San Diego,92109
1157-BQCUW,Male,59,No,0,Fall River Mills,96028
8270-RKSAP,Male,30,No,0,Anaheim,92801
4349-GFQHK,Male,30,No,0,Mentone,92359
1346-PJWTK,Male,63,Yes,0,Corona,92880
9136-ALYBR,Male,44,No,0,Fontana,92337
9565-AXSMR,Male,19,Yes,3,Greenfield,93927
9221-OTIVJ,Female,80,No,0,Dunlap,93621
3440-JPSCL,Female,26,No,0,Sonoma,95476
8204-TIFGJ,Female,38,No,0,June Lake,93529
8757-TFHHJ,Male,55,No,0,San Jose,95128
4077-HWUYD,Male,59,Yes,3,Modesto,95354
3090-LETTY,Male,54,No,2,San Diego,92130
5514-YQENT,Male,29,No,3,Rocklin,95765
0440-UEDAI,Female,59,No,0,Callahan,96014
4505-EXZHB,Female,75,No,0,Ducor,93218
4459-BBGHE,Male,61,No,1,Descanso,91916
6674-KVJHG,Female,50,No,0,Lake Arrowhead,92352
7176-WIONM,Female,24,Yes,0,Bishop,93514
8229-MYEJZ,Female,44,No,0,Upland,91786
3957-HHLMR,Female,50,Yes,0,Aguanga,92536
1091-SOZGA,Female,27,Yes,0,La Palma,90623
9081-WWXKP,Female,64,Yes,1,Soledad,93960
4929-ROART,Male,47,No,0,Ukiah,95482
1666-JXLKU,Female,64,No,0,Shingle Springs,95682
6923-EFPNL,Male,39,No,0,Silverado,92676
2581-VKIRT,Female,57,Yes,0,Kings Beach,96143
9128-CPXKI,Female,36,No,0,Nicolaus,95659
2498-XLDZR,Female,26,Yes,1,San Diego,92113
8868-WOZGU,Male,33,No,0,Porterville,93257
5067-DGXLL,Male,35,No,0,Alleghany,95910
8249-THVEC,Male,38,Yes,3,Los Angeles,90041
0570-BFQHT,Female,38,No,0,Anderson,96007
0234-TEVTT,Female,43,Yes,3,Tulare,93274
3768-NLUBH,Male,73,Yes,0,Torrance,90503
6156-UZDLF,Female,19,No,0,Pleasant Hill,94523
7266-GSSJX,Male,43,Yes,2,West Sacramento,95605
3812-LRZIR,Female,51,Yes,1,Desert Hot Springs,92240
5494-HECPR,Female,34,No,0,Mi Wuk Village,95346
7938-OUHIO,Male,28,No,0,Mill Valley,94941
5271-DBYSJ,Male,80,No,0,Berkeley,94708
8563-OYMQY,Male,49,No,0,Covina,91722
3097-IDVPU,Male,51,Yes,2,Los Angeles,90012
5766-ZJYBB,Male,52,No,0,Brisbane,94005
4795-UXVCJ,Male,63,No,0,Gonzales,93926
2587-YNLES,Female,52,Yes,1,Downey,90240
0094-OIFMO,Female,78,No,1,North Hollywood,91605
3223-DWFIO,Male,77,No,0,Forks Of Salmon,96031
4625-LAMOB,Male,36,No,0,Fresno,93705
1016-DJTSV,Male,66,No,0,Santee,92071
3577-AMVUX,Male,59,No,0,Big Bear City,92314
4832-VRBMR,Male,65,Yes,0,Parker Dam,92267
5301-GAUUY,Male,31,No,0,Newport Beach,92661
3354-OADJP,Female,37,No,0,Bolinas,94924
0979-MOZQI,Male,61,Yes,0,Monterey,93940
5356-RHIPP,Male,38,No,0,Dinuba,93618
2817-LVCPP,Female,36,No,0,Sacramento,95822
6331-EWIEB,Male,49,No,0,El Monte,91731
3097-NQYSN,Male,73,Yes,0,San Jose,95139
1830-IPXVJ,Female,44,Yes,2,Lafayette,94549
1629-DQQVB,Female,19,No,0,Keeler,93530
7833-PKIHD,Male,59,Yes,0,Palm Desert,92260
3629-WEAAM,Female,19,No,0,Forbestown,95941
8120-JDCAM,Male,42,Yes,1,Vallejo,94589
0129-KPTWJ,Male,39,Yes,0,North Highlands,95660
6900-RBKER,Male,32,No,0,San Jose,95120
7271-AJDTL,Female,64,Yes,0,Sacramento,95816
0969-RGKCU,Male,31,Yes,1,Woodland Hills,91367
0818-OCPZO,Male,80,No,0,Los Angeles,90059
4291-YZODP,Female,56,No,3,San Carlos,94070
3402-XRIUO,Female,73,Yes,0,Glendale,91201
4825-FUREZ,Male,49,Yes,0,San Jose,95148
5924-SNGKP,Female,39,No,0,Solana Beach,92075
7508-SMHXL,Female,72,No,0,San Francisco,94109
4566-QVRRW,Female,41,Yes,0,Witter Springs,95493
3563-SVYLG,Male,38,Yes,1,Nipton,92364
7590-VHVEG,Female,36,Yes,0,Los Angeles,90001
5242-UOWHD,Male,24,Yes,2,Anaheim,92802
0940-OUQEC,Male,54,No,0,Winters,95694
0872-JCPIB,Male,47,No,0,Pinecrest,95364
5266-PFRQK,Male,47,Yes,3,Orleans,95556
4912-PIGUY,Female,44,No,0,Perris,92571
5173-ZXXXL,Male,47,No,0,Orange,92869
7284-ZZLOH,Male,37,Yes,0,Alta,95701
6013-BHCAW,Male,27,Yes,3,San Jose,95117
1724-BQUHA,Male,67,No,0,Los Gatos,95032
0076-LVEPS,Male,57,No,1,Tujunga,91042
6469-QJKZW,Female,35,Yes,0,Arroyo Grande,93420
3312-UUMZW,Male,33,Yes,0,San Jose,95117
5539-TMZLF,Male,69,No,0,Concord,94520
1501-SGHBW,Male,34,No,0,Guatay,91931
2085-BOJKI,Male,33,Yes,0,Long Beach,90822
0988-JRWWP,Female,50,No,0,Wilseyville,95257
9054-FOWNV,Male,53,Yes,3,Brentwood,94513
4277-UDIEF,Male,51,Yes,3,Nuevo,92567
8220-OCUFY,Female,30,No,0,Perris,92571
9933-QRGTX,Female,59,Yes,0,Windsor,95492
4791-QRGMF,Male,33,Yes,0,Miranda,95553
2294-SALNE,Male,51,Yes,0,Chula Vista,91910
4640-UHDOS,Female,60,Yes,0,Phelan,92371
9603-OAIHC,Male,72,No,0,Palmdale,93551
0923-PNFUB,Female,55,No,0,Westlake Village,91361
8454-AATJP,Female,41,No,0,Oakland,94607
4277-PVRAN,Female,34,No,0,Daly City,94014
4369-HTUIF,Male,73,No,0,Pismo Beach,93449
0156-FVPTA,Male,48,Yes,0,Solvang,93463
1642-HMARX,Female,45,Yes,0,Topanga,90290
4854-SSLTN,Male,49,Yes,4,Torrance,90502
5095-AESKG,Female,33,Yes,0,Sausalito,94965
2987-BJXIK,Female,44,No,0,Tulare,93274
0817-HSUSE,Male,26,No,0,Altadena,91001
6849-OYAMU,Male,56,Yes,0,Indio,92201
3179-GBRWV,Male,79,Yes,0,San Gabriel,91775
9820-RMCQV,Female,43,No,0,San Marino,91108
4012-YCFAI,Male,45,Yes,0,Riverside,92508
5131-PONJI,Male,62,Yes,3,Upper Lake,95485
9584-EXCDZ,Female,53,No,0,San Francisco,94103
0266-GMEAO,Male,43,Yes,1,Lompoc,93436
7088-FBAWU,Female,22,Yes,2,Los Angeles,90007
8610-ZIKJJ,Female,57,Yes,2,Tujunga,91042
6265-FRMTQ,Male,56,No,0,Scotia,95565
3234-VKACU,Male,21,No,0,Sunol,94586
5482-VXSXJ,Male,50,No,0,Tehama,96090
4010-YLMVT,Female,25,No,0,Yucaipa,92399
5627-TVBPP,Female,44,No,1,Big Bear Lake,92315
5574-NXZIU,Male,36,No,0,Los Alamos,93440
0078-XZMHT,Male,19,Yes,0,Visalia,93291
8634-MPHTR,Male,68,Yes,0,Forbestown,95941
9420-LOJKX,Female,34,No,1,Los Angeles,90061
6671-NGWON,Female,43,No,0,Dillon Beach,94929
0052-YNYOT,Female,28,No,0,Calexico,92231
1685-VAYJF,Male,44,No,0,Salinas,93907
4430-YHXGG,Female,20,No,3,San Lorenzo,94580
5815-HGGHV,Male,45,Yes,0,Witter Springs,95493
5605-XNWEN,Male,77,Yes,0,Montebello,90640
9103-CXVOK,Male,31,Yes,2,Grover Beach,93433
3126-WQMGH,Female,19,Yes,0,Yorba Linda,92887
1564-NTYXF,Female,79,No,0,San Marcos,92078
1699-TLDLZ,Female,44,Yes,2,Los Angeles,90046
9073-ZZIAY,Male,51,Yes,0,Long Beach,90806
8070-AAWZP,Male,68,Yes,0,Sheridan,95681
9250-WYPLL,Female,20,No,0,Fallbrook,92028
8659-HDIYE,Female,68,No,0,Los Angeles,90067
7669-LCRSD,Male,49,Yes,2,Igo,96047
7250-EQKIY,Female,47,Yes,2,Escondido,92027
2275-RBYQS,Female,38,No,0,Sun City,92587
5035-PGZXH,Female,49,No,0,Chico,95926
3733-UOCWF,Male,78,Yes,0,Helendale,92342
3791-LGQCY,Female,68,Yes,0,Loomis,95650
4676-WLUHT,Male,51,No,0,Darwin,93522
4940-KHCWD,Female,61,Yes,0,Downey,90240
2691-NZETQ,Male,28,No,0,San Jose,95130
7175-NTIXE,Female,26,No,0,Redwood City,94061
0945-TSONX,Female,22,Yes,0,Encino,91436
4713-LZDRV,Female,80,No,0,Malibu,90263
4724-WXVWF,Male,28,No,0,Earp,92242
5334-AFQJB,Male,66,No,0,Simi Valley,93065
8166-ORCHU,Male,73,Yes,0,Oakland,94605
9625-RZFUK,Male,47,Yes,1,Alameda,94502
2001-EWBQU,Female,23,No,0,Stockton,95210
0550-DCXLH,Male,64,No,0,Thermal,92274
7905-TVXTA,Female,63,No,0,Salinas,93907
8630-FJLIB,Female,35,No,0,San Jose,95130
8707-RMEZH,Female,67,Yes,0,Tecate,91980
1982-FEBTD,Female,27,Yes,2,Newport Beach,92660
6171-ZTVYB,Male,42,Yes,0,San Diego,92104
6483-OATDN,Male,47,Yes,1,Monrovia,91016
9399-APLBT,Female,52,Yes,0,Rialto,92377
5366-OBVMR,Female,42,Yes,0,Los Angeles,90027
4011-ARPHK,Male,59,No,0,Norwalk,90650
7608-RGIRO,Male,62,No,1,Marysville,95901
6516-NKQBO,Male,28,Yes,0,Corona,92882
7181-BQYBV,Female,52,Yes,0,Garden Grove,92845
5457-COLHT,Male,48,Yes,3,San Francisco,94124
7319-ZNRTR,Male,43,Yes,2,Rio Linda,95673
6476-EPYZR,Male,57,Yes,1,Wishon,93669
3546-GHEAE,Male,29,No,0,Blythe,92225
7486-KSRVI,Male,56,No,0,Folsom,95630
5542-DHSXL,Female,36,Yes,0,Butte City,95920
8161-QYMTT,Male,55,No,0,Santa Maria,93454
3199-XGZCY,Female,51,No,0,Granada Hills,91344
1261-FWTTE,Male,78,No,0,Los Angeles,90067
